testEpochNo,personID,imagepath,correctLabel,outputValueLabel0,outputValueLabel1
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0230.png,1,0.060490407,-0.029644549
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0090.png,1,1.3450602,-1.2730968
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0186.png,1,0.7005304,-0.7466158
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0222.png,1,0.08386374,-0.07525347
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0428.png,0,-3.6405375,3.3675737
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0185.png,0,-2.970439,2.631616
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0225.png,0,-0.8291303,0.45610958
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0198.png,0,-2.6341298,2.2869396
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0478.png,1,0.5119155,-0.4913352
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0071.png,0,-1.5176543,1.2907958
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0038.png,1,0.25732836,-0.39178187
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0317.png,0,-3.0998032,2.7661943
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0328.png,1,1.6349636,-1.5455598
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0143.png,1,0.22344044,-0.23519295
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0053.png,0,-1.2122414,0.9075105
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0225.png,0,-0.22092831,0.18617132
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n1027.png,1,0.21017393,-0.27475965
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0634.png,1,0.26784754,-0.26028338
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0383.png,1,0.63192326,-0.5445864
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0644.png,0,-2.6644447,2.376162
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0410.png,0,-3.286097,3.0432043
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0296.png,1,0.5785187,-0.67082095
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0560.png,0,-3.210862,2.8177466
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0470.png,1,0.8665929,-0.8074734
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0203.png,0,-2.8480542,2.515634
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0592.png,0,-3.316189,2.8471737
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0527.png,0,-3.456294,3.1192417
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0440.png,1,1.7887846,-1.6983846
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0254.png,1,0.21179241,-0.23148164
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0363.png,1,2.0124176,-2.0166507
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0463.png,1,1.5268027,-1.495989
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0316.png,1,1.9314246,-1.947198
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0352.png,0,-2.754051,2.583251
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0189.png,0,-2.874269,2.527197
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0389.png,1,0.50502604,-0.44528788
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0398.png,1,1.8505802,-1.6559818
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0391.png,1,0.7756323,-0.7019125
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0046.png,0,-1.3209033,0.9659612
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0083.png,1,1.2330788,-1.4182936
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0272.png,0,-1.9016398,1.5980871
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0448.png,1,1.7852999,-1.8315408
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0368.png,0,-2.9288955,2.6136193
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0306.png,0,-2.7431195,2.5274348
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0424.png,1,1.9766201,-1.9131165
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0088.png,1,0.014211401,-0.11393954
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0370.png,0,-2.6174343,2.3039398
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0333.png,0,-1.9983845,1.6127154
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0012.png,0,-1.6962929,1.4489214
0,N,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/N0290.png,0,-1.2378007,1.0464216
0,N,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/N0370.png,0,-0.008958131,0.052696586
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0093.png,1,1.9572244,-1.9008751
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0050.png,0,-1.27541,1.0029035
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0640.png,0,-2.9372215,2.5613828
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0409.png,1,1.3310124,-1.2792704
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0252.png,1,1.4303721,-1.2890649
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0258.png,0,-0.37727824,0.10869378
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0053.png,1,-0.0058359504,-0.11436936
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0017.png,0,-1.5039642,1.3096421
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0362.png,1,0.60702133,-0.6507573
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0512.png,0,-3.0241096,2.6187477
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0331.png,1,1.4131678,-1.427598
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0462.png,1,1.2160462,-1.2234907
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0217.png,1,0.085834324,-0.096603006
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0329.png,1,1.53461,-1.5412883
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0102.png,0,-3.5774808,3.196566
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0496.png,1,1.3998334,-1.4019094
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0271.png,1,0.7175049,-0.71111023
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0477.png,1,1.1331607,-1.0865736
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0442.png,0,-3.5493534,3.2892108
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0067.png,0,-1.0010194,0.7760658
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0488.png,0,-3.4532804,3.1745682
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0232.png,1,0.6008686,-0.56664896
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0207.png,1,1.1906706,-1.2087201
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0444.png,1,1.5704732,-1.6479702
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0394.png,1,1.6770737,-1.5455955
0,N,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/N1034.png,0,-0.6644074,0.72958696
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0137.png,0,-3.2615345,2.9065442
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0499.png,1,0.9267733,-0.91764146
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0147.png,0,-1.4248508,1.0381296
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0056.png,1,1.9046627,-1.9551947
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0409.png,0,-3.2628984,3.0006151
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0132.png,0,-3.5181534,3.1406116
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0332.png,1,2.680186,-2.6266236
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0536.png,0,-1.8144615,1.4503635
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0917.png,1,0.115211785,-0.018707633
0,k,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/k0171.png,1,-0.09848792,-0.24671912
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0022.png,0,-0.43654025,0.40543306
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0712.png,1,0.08980411,-0.11950794
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0234.png,0,-0.6857695,0.29421586
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0353.png,0,-0.30533972,0.3053615
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0224.png,0,-0.28615236,-0.008362502
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0215.png,1,0.7075108,-0.760216
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0116.png,0,-3.328259,2.9420824
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0173.png,1,0.4169168,-0.48147088
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0635.png,0,-2.05607,1.7003707
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0538.png,0,-1.7660159,1.4169092
0,N,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/N0232.png,0,-0.0028352737,0.22883642
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0347.png,0,-2.375861,2.0833402
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0416.png,0,-2.120839,1.9885043
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0283.png,0,-2.4772592,2.1884508
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0309.png,1,0.42355156,-0.55965865
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0341.png,0,-1.9411404,1.6622322
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0064.png,0,-1.3039691,1.0419772
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0125.png,0,-3.2762368,2.848021
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0054.png,1,0.23039845,-0.33408952
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0318.png,0,-0.30380982,0.16222662
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0121.png,0,-0.4519102,0.36143798
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0375.png,0,-2.930893,2.5928926
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0080.png,0,-3.5983357,3.1748366
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0435.png,1,2.039893,-2.0303133
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0201.png,0,-0.32642058,0.14060172
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0432.png,0,-3.5727677,3.2913632
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0600.png,0,-2.885284,2.4538841
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0282.png,1,0.5558299,-0.516219
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0284.png,0,-2.9509723,2.6022606
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0726.png,1,0.09229322,-0.20991549
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0256.png,0,-0.9537277,0.53453493
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0146.png,0,-3.487948,3.1257305
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0519.png,0,-3.0389156,2.6409955
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0301.png,0,-2.7129889,2.4319239
0,N,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/N0287.png,0,-1.1863817,1.0189085
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0012.png,1,0.37626565,-0.52169806
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0493.png,0,-3.1208773,2.7988052
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0292.png,0,-0.6036639,0.4701267
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0072.png,1,1.0613453,-0.9410548
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0291.png,1,0.44636968,-0.44017512
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0390.png,0,-3.9092753,3.5095172
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0209.png,0,-0.34046507,-0.05413057
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0462.png,0,-3.0065722,2.829988
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0402.png,0,-3.905902,3.581252
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0204.png,1,0.11941394,-0.21056584
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0629.png,0,-2.3527994,2.0146694
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0268.png,0,-1.8781637,1.5683781
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0365.png,0,-2.965505,2.6409512
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n1033.png,1,0.20052892,-0.09910624
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0147.png,0,-3.1559217,2.7975535
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0068.png,1,0.19201532,-0.38039336
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0183.png,0,-2.9650102,2.671637
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0107.png,1,1.430606,-1.5039157
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0591.png,0,-3.2184088,2.776266
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0838.png,1,0.14332716,-0.10724352
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0120.png,0,-3.469746,3.112556
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0188.png,1,0.4523324,-0.51640105
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0195.png,0,-2.6719139,2.3751187
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0035.png,0,-1.6921326,1.5039736
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0143.png,0,-3.3781507,3.0186238
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0115.png,0,-3.5437608,3.1593843
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0079.png,1,1.2237886,-1.139378
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0148.png,0,-0.4432953,-0.011879414
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0187.png,1,0.12445054,-0.34701166
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0381.png,0,-3.493181,3.1535678
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0091.png,1,0.3301286,-0.49210328
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0714.png,1,0.1789956,-0.16794111
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0427.png,1,0.45461398,-0.48251393
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0235.png,1,0.46693236,-0.43047887
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0293.png,1,0.6358963,-0.6527618
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0171.png,1,2.0741746,-1.9742159
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0514.png,1,0.8442575,-0.75589776
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0750.png,1,0.44275236,-0.46319056
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0272.png,1,0.5287947,-0.47687408
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0174.png,1,2.0159075,-2.0243278
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0472.png,0,-2.590516,2.3914442
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0461.png,0,-3.3144467,3.0358882
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0446.png,0,-3.6070056,3.310554
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0604.png,0,-2.173874,1.8743025
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0217.png,0,-0.10010066,0.0690327
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0634.png,0,-1.8833243,1.536596
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0227.png,1,1.2595763,-1.2633424
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0302.png,0,-2.5752442,2.3347535
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0170.png,0,-2.70827,2.3544888
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0273.png,0,-2.0141027,1.7065552
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0250.png,0,-0.7640662,0.39992434
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0305.png,1,0.21002796,-0.42459956
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0301.png,1,0.6789359,-0.5937002
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0637.png,1,0.4240166,-0.43927455
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0987.png,1,0.9024938,-0.82661325
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0637.png,0,-2.1653311,1.8145491
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0220.png,1,-0.018802121,-0.060128227
